item,lang,exp,AttachType,antecedent,hasIC,verb,verbNum,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_1-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_2-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_3-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_4-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_5-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_6-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_7-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_8-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_9-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_10-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_11-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_12-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_13-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_14-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_15-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_16-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_17-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_18-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_19-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_20-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_21-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_22-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_23-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_24-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_25-d0.2.pt_prob
1,English,Rohde,high,NP1,1,scolded,sg,the chef,the aristocrats,chef,aristocrats,The woman scolded the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,The woman scolded the chef of the aristocrats who,$SG,The woman scolded the chef of the aristocrats who,0.035037099166332,0.060949665656269,0.12948172128409,0.044805530908412,0.026916225424899,0.038430350294994,0.021486673372343,0.013208759944161,0.071758924688248,0.025564815516843,0.018665648726108,0.016590062475798,0.011566815919611,0.016547797685018,0.040008197925415,0.057485992779704,0.028328898636309,0.033915964302817,0.024868900440152,0.029829161033437,0.033542800693955,0.029344369808289,0.024339499453175,0.017576497978908,0.026871572730914
1,English,Rohde,low,NP2,1,scolded,sg,the chefs,the aristocrat,chefs,aristocrat,The woman scolded the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,The woman scolded the chefs of the aristocrat who,$SG,The woman scolded the chefs of the aristocrat who,0.203584712111084,0.21913704896493,0.138490446670242,0.188442173201407,0.181729766347188,0.078041502179461,0.20649188098766,0.166013198851969,0.115672842857214,0.135518061353684,0.210614451268053,0.148281287997122,0.174504789811616,0.194097871789712,0.199793183058704,0.225315465435819,0.177275134265764,0.214441476527743,0.039095556789913,0.152886100192261,0.107975250692704,0.178321013336277,0.150322661896908,0.122200864606021,0.129442438901597
1,English,Rohde,low,NP2,1,scolded,pl,the chef,the aristocrats,chef,aristocrats,The woman scolded the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,The woman scolded the chef of the aristocrats who,$PL,The woman scolded the chef of the aristocrats who,0.161415543787102,0.093908923677441,0.095773857505865,0.171790770212781,0.19340374069057,0.105797028288951,0.199715955800816,0.207172790513798,0.094217044840066,0.183944735224369,0.177953811995138,0.249709554229014,0.189767046033204,0.204977867971466,0.1707631160395,0.21462195164117,0.188496441872594,0.21294335379712,0.171233274428769,0.16808460631727,0.154461399693011,0.1006848700781,0.157132877829907,0.209080712396163,0.193081477465892
1,English,Rohde,high,NP1,1,scolded,pl,the chefs,the aristocrat,chefs,aristocrat,The woman scolded the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,The woman scolded the chefs of the aristocrat who,$PL,The woman scolded the chefs of the aristocrat who,0.025773993448561,0.028202875028051,0.105170659443741,0.098289691396866,0.052412046750193,0.066196092666812,0.049310939429404,0.037688050180782,0.037896986512479,0.088463965751877,0.039499787034518,0.066225734152674,0.057583534127016,0.048721752540858,0.087515509928562,0.042841875240295,0.051780474371174,0.053604510179286,0.098209967600106,0.072807914059794,0.092644360625109,0.03963915227503,0.055635189882354,0.074352963383098,0.066788329640926
1,English,Rohde,high,NP1,0,studied,sg,with the chef,the aristocrats,chef,aristocrats,The woman studied with the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,The woman studied with the chef of the aristocrats who,$SG,The woman studied with the chef of the aristocrats who,0.056464988102524,0.101332110765378,0.138558360588245,0.093727142754569,0.033984745266132,0.055453092604142,0.11120204136268,0.019117801302723,0.150441885186337,0.032474351501218,0.026250714415704,0.009055190359629,0.051578751336082,0.052604081938631,0.085304818925847,0.099336555416034,0.082973066606805,0.053497257197192,0.047692573767411,0.075533938430955,0.093790992937869,0.058591775035005,0.076300222212851,0.027012895365101,0.095988245865699
1,English,Rohde,low,NP2,0,studied,sg,with the chefs,the aristocrat,chefs,aristocrat,The woman studied with the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,The woman studied with the chefs of the aristocrat who,$SG,The woman studied with the chefs of the aristocrat who,0.182008359176341,0.293812349861463,0.151340461233424,0.183901075911998,0.155219471383387,0.133282029832177,0.272060609121579,0.086849087031298,0.208292876593156,0.122964362995495,0.176025417720295,0.034890910189315,0.265260671780761,0.195505408649266,0.088577526088376,0.246532382741816,0.195221675635893,0.223182905682751,0.047428802177501,0.226301557547957,0.222486541472793,0.222377598762991,0.187984438732856,0.161920840995923,0.147311180749386
1,English,Rohde,low,NP2,0,studied,pl,with the chef,the aristocrats,chef,aristocrats,The woman studied with the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,The woman studied with the chef of the aristocrats who,$PL,The woman studied with the chef of the aristocrats who,0.200846049130029,0.064681499613454,0.059897686984832,0.122926083875127,0.189426128741231,0.113540926524121,0.091770199457892,0.173348671139697,0.089867472880849,0.161247459666326,0.15063082894091,0.211908023830805,0.123001931117152,0.105924285079588,0.093490208259328,0.103647493669794,0.108543555597387,0.138158312134832,0.146016972854739,0.119317425653531,0.107432245305488,0.062573093448021,0.117828975213685,0.200324910399317,0.131337098909696
1,English,Rohde,high,NP1,0,studied,pl,with the chefs,the aristocrat,chefs,aristocrat,The woman studied with the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,The woman studied with the chefs of the aristocrat who,$PL,The woman studied with the chefs of the aristocrat who,0.066059150935209,0.022854603066875,0.081884738395611,0.071049385956738,0.049770864438033,0.060295386644778,0.046888514303082,0.054152623798125,0.027578615943888,0.084571971219685,0.049611248430633,0.088242206189975,0.03014213274872,0.029569845593228,0.070692910956297,0.02443689364059,0.049798418256319,0.042062386249698,0.094095534475339,0.036740894541271,0.035223655330895,0.032448819366539,0.047557134310429,0.039160171161187,0.072825520562864
2,English,Rohde,high,NP1,1,stared,sg,at the teacher,the second graders,teacher,graders,The man stared at the teacher of the second graders who MASKTOKEN definitely smartest in the school.,The man stared at the teacher of the second graders who,$SG,The man stared at the teacher of the second graders who,0.04192577139065,0.131717196835953,0.174469348224638,0.108428849528886,0.039100248460146,0.03622648182989,0.042871801944308,0.041152583616613,0.121431391901768,0.066428120673479,0.064081925869406,0.01860171335281,0.050850047670794,0.057936104541386,0.078660011181786,0.054961576802208,0.043059873343601,0.11253024631957,0.030496772444779,0.107209998479082,0.100291024740371,0.071295549770957,0.057468777509254,0.030281588602011,0.083082526875396
2,English,Rohde,low,NP2,1,stared,sg,at the teachers,the second grader,teachers,grader,The man stared at the teachers of the second grader who MASKTOKEN definitely smartest in the school.,The man stared at the teachers of the second grader who,$SG,The man stared at the teachers of the second grader who,0.428084146306053,0.436379824157613,0.285822100788269,0.312193766477784,0.333889232890662,0.304071326418187,0.45965880858954,0.381360954243313,0.353905971137431,0.300175080904356,0.329676229201515,0.231496830677418,0.336094855216252,0.407190854966682,0.198634481161939,0.277310319772027,0.285566816006837,0.322202928399656,0.073898748300484,0.346984346572681,0.244558561523775,0.303255890883433,0.321937565581857,0.329123366543067,0.39301666499044
